form_id,secondary_sample_number,tertiary_sample_number,pathogen_number,fsis_number,salmonella_allele_code_version,salmonella_allele_code,salmonella_allele_code_date,salmonella_sra_accession_number,salmonella_bio_sample_accession_number,salmonella_bio_project_number,salmonella_multi_locus_sequence,salmonella_resistance_genotype,salmonella_stress_genotype,salmonella_virulence_genotype,salmonella_serotype,salmonella_primary_pfge_pattern,salmonella_secondary_pfge_pattern,salmonella_ampicillin_operator,salmonella_ampicillin_mic,salmonella_ampicillin_resistant_ast,salmonella_amoxicillin_clavulanic_acid_operator,salmonella_amoxicillin_clavulanic_acid_mic,salmonella_amoxicillin_clavulanic_acid_resistant_ast,salmonella_ceftriaxone_operator,salmonella_ceftriaxone_mic,salmonella_ceftriaxone_resistant_ast,salmonella_azithromycin_operator,salmonella_azithromycin_mic,salmonella_azithromycin_resistant_ast,salmonella_chloramphenicol_operator,salmonella_chloramphenicol_mic,salmonella_chloramphenicol_resistant_ast,salmonella_ciprofloxacin_operator,salmonella_ciprofloxacin_mic,salmonella_ciprofloxacin_resistant_ast,salmonella_colistin_operator,salmonella_colistin_mic,salmonella_colistin_resistant_ast,salmonella_trimethoprim_sulfamethoxazole_operator,salmonella_trimethoprim_sulfamethoxazole_mic,salmonella_trimethoprim_sulfamethoxazole_resistant_ast,salmonella_cefoxitin_operator,salmonella_cefoxitin_mic,salmonella_cefoxitin_resistant_ast,salmonella_gentamicin_operator,salmonella_gentamicin_mic,salmonella_gentamicin_resistant_ast,salmonella_kanamycin_operator,salmonella_kanamycin_mic,salmonella_kanamycin_resistant_ast,salmonella_meropenem_operator,salmonella_meropenem_mic,salmonella_meropenem_resistant_ast,salmonella_nalidixic_acid_operator,salmonella_nalidixic_acid_mic,salmonella_nalidixic_acid_resistant_ast,salmonella_sulfisoxazole_operator,salmonella_sulfisoxazole_mic,salmonella_sulfisoxazole_resistant_ast,salmonella_streptomycin_operator,salmonella_streptomycin_mic,salmonella_streptomycin_resistant_ast,salmonella_tetracycline_operator,salmonella_tetracycline_mic,salmonella_tetracycline_resistant_ast,salmonella_ceftiofur_operator,salmonella_ceftiofur_mic,salmonella_ceftiofur_resistant_ast,salmonella_ampicillin_resistant_wgs,salmonella_amoxicillin_clavulanic_acid_resistant_wgs,salmonella_ceftriaxone_resistant_wgs,salmonella_azithromycin_resistant_wgs,salmonella_chloramphenicol_resistant_wgs,salmonella_ciprofloxacin_resistant_wgs,salmonella_colistin_resistant_wgs,salmonella_trimethoprim_sulfamethoxazole_resistant_wgs,salmonella_cefoxitin_resistant_wgs,salmonella_gentamicin_resistant_wgs,salmonella_kanamycin_resistant_wgs,salmonella_meropenem_resistant_wgs,salmonella_nalidixic_acid_resistant_wgs,salmonella_sulfisoxazole_resistant_wgs,salmonella_streptomycin_resistant_wgs,salmonella_tetracycline_resistant_wgs,salmonella_ceftiofur_resistant_wgs,campylobacter_allele_code_version,campylobacter_allele_code,campylobacter_allele_code_date,campylobacter_sra_accession_number,campylobacter_bio_sample_accession_number,campylobacter_bio_project_number,campylobacter_multi_locus_sequence,campylobacter_resistance_genotype,campylobacter_stress_genotype,campylobacter_virulence_genotype,campylobacter_jejuni,campylobacter_coli,campylobacter_lari,campylobacter_primary_pfge_pattern,campylobacter_secondary_pfge_pattern,campylobacter_azithromycin_operator,campylobacter_azithromycin_mic,campylobacter_azithromycin_resistant_ast,campylobacter_ciprofloxacin_operator,campylobacter_ciprofloxacin_mic,campylobacter_ciprofloxacin_resistant_ast,campylobacter_clindamycin_operator,campylobacter_clindamycin_mic,campylobacter_clindamycin_resistant_ast,campylobacter_erythromycin_operator,campylobacter_erythromycin_mic,campylobacter_erythromycin_resistant_ast,campylobacter_florfenicol_operator,campylobacter_florfenicol_mic,campylobacter_florfenicol_resistant_ast,campylobacter_gentamicin_operator,campylobacter_gentamicin_mic,campylobacter_gentamicin_resistant_ast,campylobacter_meropenem_operator,campylobacter_meropenem_mic,campylobacter_meropenem_resistant_ast,campylobacter_nalidixic_acid_operator,campylobacter_nalidixic_acid_mic,campylobacter_nalidixic_acid_resistant_ast,campylobacter_telithromycin_operator,campylobacter_telithromycin_mic,campylobacter_telithromycin_resistant_ast,campylobacter_tetracycline_operator,campylobacter_tetracycline_mic,campylobacter_tetracycline_resistant_ast,campylobacter_azithromycin_resistant_wgs,campylobacter_ciprofloxacin_resistant_wgs,campylobacter_clindamycin_resistant_wgs,campylobacter_erythromycin_resistant_wgs,campylobacter_florfenicol_resistant_wgs,campylobacter_gentamicin_resistant_wgs,campylobacter_meropenem_resistant_wgs,campylobacter_nalidixic_acid_resistant_wgs,campylobacter_telithromycin_resistant_wgs,campylobacter_tetracycline_resistant_wgs
103337699,300524924,300526321,CAMP_300522146,FSIS22415377,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Allele Code Ineligible,Allele Code Ineligible,2024-02-14,SRR27893611,SAMN39847315,PRJNA287430,NULL,blaOXA-193,NULL,NULL,Positive,Negative,Negative,NULL,NULL,NA,0.03,No,NA,0.12,No,NA,0.12,No,NA,0.25,No,NA,1,No,NA,0.5,No,NA,0.015,No,<=,4,No,NULL,NULL,NULL,<=,0.12,No,No,No,No,No,No,No,No,No,No,No
103324434,300524965,300526627,CAMP_300522967,FSIS22415385,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,FSIS_Camp,533.600.1349.11909.18286 ,2024-02-08,SRR27893616,SAMN39847330,PRJNA287430,NULL,"blaOXA-193,tet(O)",acr3=PARTIAL,NULL,Negative,Positive,Negative,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,No,No,No,No,No,No,No,No,No,Yes
103331702,300525155,300528574,CAMP_300522581,FSIS12428271,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,FSIS_Camp,25.184.458 ,2024-02-21,SRR27945520,SAMN39922731,PRJNA287430,NULL,"aph(3')-VIIa,blaOXA-594,blaOXA-61_G-57T=POINT,tet(O)",NULL,NULL,Negative,Positive,Negative,NULL,NULL,NA,0.12,No,NA,0.25,No,NA,0.25,No,NA,1,No,NA,4,No,NA,0.5,No,NA,0.5,No,NA,8,No,NULL,NULL,NULL,>,64,Yes,No,No,No,No,No,No,No,No,No,Yes
103329374,300525447,300532281,CAMP_300523240,FSIS12428339,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,FSIS_Camp,1235.1440.1957.4160.15576.22029 ,2024-02-21,SRR27983752,SAMN39956004,PRJNA287430,NULL,"50S_L22_A103V=POINT,ant(6)-Ia=PARTIAL,aph(3')-IIIa,sat4",arsP,NULL,Positive,Negative,Negative,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,No,No,No,No,No,No,No,No,No,No
103325527,300524946,300525316,SALM_300522170,FSIS22415343,SALM1.1,10.10,2024-12-04,SRR27873337,SAMN39831839,PRJNA242847,ST32,"aadA1,gyrA_D87Y=POINT,mdsA,mdsB,sul1,tet(A)","arsR,golS,golT,merC,merP,merR,merT,qacEdelta1","iroB,iroC,sinH,ybtP,ybtQ",Infantis,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Yes,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
103324258,300525013,300526291,SALM_300522984,FSIS22415348,SALM1.1,9.26.28.30x.30x.5101,2024-12-04,SRR27873429,SAMN39831851,PRJNA242847,ST11,"gyrA_D87Y=POINT,mdsA,mdsB","golS,golT","iroB,iroC,sinH=PARTIAL,sodC1",Enteritidis,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
103332622,300525445,300532279,CAMP_300523178,FSIS12428337,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,FSIS_Camp,1625.1928.2678.10263.15552 ,2024-02-21,SRR27983751,SAMN39956002,PRJNA287430,NULL,gyrA_T86I=POINT,NULL,NULL,Negative,Positive,Negative,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,No,Yes,No,No,No,No,No,Yes,No,No
103336266,300524968,300526630,CAMP_300523073,FSIS22415388,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,FSIS_Camp,862.990.2492.11527 ,2024-02-08,SRR27893619,SAMN39847333,PRJNA287430,NULL,"50S_L22_A103V=POINT,blaOXA-193",arsP,NULL,Positive,Negative,Negative,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,No,No,No,No,No,No,No,No,No,No
103332622,300525415,300526520,SALM_300523178,FSIS12428157,SALM1.1,9.26.28.30x.30x.53724,2024-12-04,SRR27874703,SAMN39832800,PRJNA242847,ST11,"gyrA_D87Y=POINT,mdsA,mdsB","golS,golT","iroB,iroC,sinH=PARTIAL,sodC1",Enteritidis,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
103330596,300526036,300539429,CAMP_300524359,FSIS32410951,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Positive,Negative,Negative,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,No,No,No,No,No,No,No,No,No,No
103328321,300525446,300532280,CAMP_300523218,FSIS12428338,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,FSIS_Camp,204.222.483.588 ,2024-02-21,SRR27983748,SAMN39956003,PRJNA287430,NULL,blaOXA-193,NULL,NULL,Positive,Negative,Negative,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,No,No,No,No,No,No,No,No,No,No
103329219,300525166,300528573,CAMP_300523537,FSIS12428270,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,FSIS_Camp,3182.3876 ,2024-02-21,SRR27945516,SAMN39922723,PRJNA287430,NULL,tet(O),acr3=PARTIAL,NULL,Negative,Positive,Negative,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,No,No,No,No,No,No,No,No,No,Yes
103334960,300525964,300527136,SALM_300523032,FSIS12428183,SALM1.1,9.9.23.25.25x,2024-12-04,SRR27893498,SAMN39847267,PRJNA242847,ST11,"mdsA,mdsB","asr=HMM,golS,golT","iroB,iroC,sinH=PARTIAL,sodC1",Enteritidis,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
103327283,300525412,300526518,SALM_300523040,FSIS12428155,SALM1.1,590.2550.4948.7516.8989,2024-12-04,SRR27874707,SAMN39832798,PRJNA242847,ST152,"aph(3'')-Ib,aph(6)-Id,mdsA,mdsB,tet(B)","golS,golT","iroB,iroC,iroD,iroE,iroN,iss,iucA,iucB,iucC,iucD,iutA,mchF,sinH",Kentucky,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
103336699,300525444,300532278,CAMP_300523076,FSIS12428336,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,FSIS_Camp,323.360.3734.5673.8025 ,2024-02-21,SRR27983750,SAMN39956001,PRJNA287430,NULL,NULL,"acr3,arsP",NULL,Positive,Negative,Negative,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,No,No,No,No,No,No,No,No,No,No
103325526,300525287,300526633,CAMP_300523898,FSIS22415391,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,FSIS_Camp,335.969.6584.10493 ,2024-02-08,SRR27893612,SAMN39847336,PRJNA287430,NULL,"aph(3')-VIIa,blaOXA=MISTRANSLATION,tet(O)",NULL,NULL,Negative,Positive,Negative,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,No,No,No,No,No,No,No,No,No,Yes
103330161,300525413,300526514,SALM_300523106,FSIS12428151,SALM1.1,9.29.136.209x.584x.49061,2024-12-04,SRR27874661,SAMN39832787,PRJNA242847,ST11,"mdsA,mdsB","golS,golT","iroB,iroC,sinH=PARTIAL,sodC1",Enteritidis,NULL,NULL,<=,1,No,<=,1,No,<=,0.25,No,NA,4,No,NA,4,No,<=,0.015,No,NA,0.5,No,<=,0.12,No,NA,2,No,<=,0.25,No,NULL,NULL,NULL,<=,0.06,No,NA,2,No,<=,16,No,NULL,NULL,NULL,<=,4,No,NULL,NULL,NULL,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
103330846,300525593,300526523,SALM_300523478,FSIS12428160,SALM1.1,590.14534.26655.51594.69562,2024-12-04,SRR27874709,SAMN39832826,PRJNA242847,ST152,"aph(3'')-Ib,aph(6)-Id,mdsA,mdsB,mdsB=PARTIAL,tet(B)","golS,golT,silA,silB,silC,silE,silF,silP,silR,silS","cvaC,iroB,iroC,iroD,iroE,iroN,iss,iucA,iucB,iucC,iucD,iutA,mchF,sinH",Kentucky,NULL,NULL,<=,1,No,<=,1,No,<=,0.25,No,NA,4,No,NA,4,No,<=,0.015,No,<=,0.25,No,<=,0.12,No,NA,2,No,<=,0.25,No,NULL,NULL,NULL,<=,0.06,No,NA,2,No,NA,32,No,NULL,NULL,NULL,>,32,Yes,NULL,NULL,NULL,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
103324467,300524962,300526624,CAMP_300522944,FSIS22415382,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Allele Code Ineligible,Allele Code Ineligible,2024-02-08,SRR27893621,SAMN39847327,PRJNA287430,NULL,"ant(6)-Ia=PARTIAL,ant(6)-Ia=PARTIAL,aph(3')-IIIa,blaOXA=MISTRANSLATION,blaOXA-460,blaOXA-61_G-57T=POINT,sat4,tet(O)",NULL,NULL,Negative,Positive,Negative,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,No,No,No,No,No,No,No,No,No,Yes
